Words	raw	percent	mean_valence	sd_valence	mean_degree	sd_degree	comment_1	comment_2	comment_3	comment_4	comment_5	comment_6	comment_7	comment_8	comment_9	comment_10	comment_11	comment_12	comment_13	comment_14	comment_15	comment_16	comment_17	comment_18	comment_19	comment_20	comment_21	comment_22
Unerwartet zerstört	1	0.22	-1	NA	1	NA	Person könnte Angst haben und den Roboter zerstören																					
unerwünschte emotionale Beziehungen	2	0.44	-2	0	2	0																						
Unfähigkeit unprogrammierter Situationen	2	0.44	-3	0	2	0	nicht alles kann bevor programmiert werden und es gibt sehr viele unerwartete Situationen in der Rettungsfelder																					
Unfälle durch Bugs	2	0.44	-1	0	1.5	0.707106781186548	In den Anfangsstadien treten sicherlich einige ungeahnte Fehler auf, die zu Unfällen führen könnten																					
Unfallgefahr	1	0.22	-1	NA	1	NA																						
Unfertige Technologie	2	0.44	-3	0	4.5	0.707106781186548																						
ungeeignet bei Geistigbehinderten	2	0.44	-1.5	2.12132034355964	1	0	"Überforderung, evt. Angst
"	"Geistigbehinderte könnten irrtümlich annehmen, dass es ein echtes Lebewesen ist
"																				
Ungerechten Ergebnisse	2	0.44	-2	0	2	0																						
Ungesunde Beziehungen	1	0.22	-2	NA	2	NA	Die Menschen könnten ungesunde Beziehungen zu Robotern aufbauen und dadurch mehr den Kontakt zu Menschen verlieren.																					
Ungetestet	2	0.44	0	0	2	0																						
unklare Algorithmen	2	0.44	-3	0	1	0	besonders beim Einsatz von KI ist irgendwann vielleicht nicht mehr vollständig kontollierbar, wie und warum ein Roboter auf eine bestimmte Art agiert																					
Unklare Verantwortung	2	0.44	-3	0	5	0	Über das Handeln von Rettungsrobotern																					
unmenschlich	2	0.44	-3	0	1.5	0.707106781186548	Ein Opfer das gerettet werden kann, ist vermutlich nicht den Umgang mit solchen Maschinen gewohnt und wüsste nicht, wie es sich verhalten soll. Es kann keine Empathie zeigen oder andere soziale Interaktionen mit dem Opfer auf natürliche Art ausführen	Möglicherweise löst ein softer Roboter,der z.B. wie eine Schlage aussieht, angeborene Ängste aus.																				
Unmenschlichkeit	3	0.66	-1.6666666666666667	1.15470053837925	2	1.73205080756888	Roboter noch nicht genau so wie Menschen	"Anstatt sich mit schwachen Personen auseinanderzusetzen, werden sie in ""Fabriken"" aus den Augen der Gesellschaft entfernt, ruhig gestellt durch perfekt design-te Roboter, so dass die ""starken"" Menschen sich voll und ganz auf Hedonismus und Wirtschaft konzentrieren können."																				
unmoralische Entscheidungsführung	2	0.44	-3	0	2	0																						
Unnötige Arbeitskräfte	2	0.44	-2	0	2	0	Arbeitsplätze fallen weg, die oft von Menschen von ärmeren Ländern in reicheren Ländern besetzt werden. 																					
unpersönlich	4	0.88	-1.5	0.577350269189626	1	0	Roboter sind keine Menschen	fehlen von menschlicher Nähe, welche das Opfer brauchen könnte																				
unpräzise	1	0.22	-1	NA	1	NA																						
unrealistisch gelernter Umgang	2	0.44	-2	0	3	0																						
Unsicher bei Entscheidung	2	0.44	-3	0	1	0																						
Unsicher über Bergung	1	0.22	0	NA	1	NA	Ich bin mir nicht sicher, wie eine Bergung von Menschen ablaufen soll.																					
Unsicher über Zuverlässigkeit	2	0.44	-1	0	1	0	Ich bin mir selbst durch den Text nicht sicher, wie zuverlässig solche Roboter wirklich sind.																					
Unterbesetzte Pflege	2	0.44	-1	0	2	0																						
Unterhaltung	3	0.66	1	1.73205080756888	1	0	Entertainment Faktor																					
Unterhaltungswert	2	0.44	2	0	2	0	Menschen sind von Robotern fasziniert. Vielleicht hat ein künstlicher Assistenz also auch einigen Unterhaltungswert? Freut den Hilfsbedürtigen und wäre daher nützlich.																					
Unterstuetzung der Therapie	2	0.44	2	0	1	0	Durch beispielsweise ML kann das System möglicherweise eigene Diagnosen bei einem professionallen Arzt protokollieren lassen, der genauer auf Einzelheiten gehen kann																					
Unterstützen von Bildungsaktivitäten	2	0.44	3	0	1	0	bei besonderen Bedürfnissen und Lernschwierigkeiten																					
unterstützend	5	1.1	1.4	1.34164078649987	1.8	0.836660026534076																						
unterstützt Fachkräftemangel	1	0.22	-1	NA	3	NA																						
Unterstützung bei Bergungsarbeiten	2	0.44	2	1.4142135623731	6	0																						
Unterstützung bei Bildungsaktivitäten	2	0.44	1	0	1	0																						
unterstützung der Mitarbeiter	2	0.44	1	0	1	0	wie zum Beispiel einfache Aufgaben übernehmen oder sie bei schwiergeren Unterstützen																					
Unterstützung des Personals	4	0.88	1.25	0.957427107756338	2.25	1.5	Sie können Aufgaben übernehmen die bisher das Personal belastet und auch von Robotern übernommen erden können	manche kleineren Aufgaben können an Roboter abgegeben werden, was dem menschlichen Personal Arbeit abnimmt und sie somit ihre Zeit besser aufteilen können																				
Unterstützung im Alltag	8	1.76	2	0.755928946018454	1.75	0.886405260427918																						
Unterstützung in Bildung	4	0.88	1.5	0.577350269189626	1.5	0.577350269189626																						
Unterstützung menschlicher Kräfte	2	0.44	3	0	2	0																						
Unterstützung reicher Staaten	2	0.44	2	0	1	0																						
Unterstützung statt Austausch	2	0.44	2	0	3	0	Assistenzsysteme können Menschen unterstützen, die anderen Menschen helfen wollen ohne sie auszutauschen																					
Unterstützung von Lehrkräften	2	0.44	2	0	2	0																						
Unterstützung von Menschen	2	0.44	3	0	4	0																						
Unterstüzung für Kinder	2	0.44	2	0	1.5	0.707106781186548																						
Untersuchung unzugänglicher Orte	2	0.44	3	0	3	0																						
Unterwasser	4	0.88	1.5	0.577350269189626	1.25	0.5	Sollten Leute in Höhlen unter Wasser feststecken (wie in ich meine Taiwan? Die Fußballjungs), kann der Roboter hindurch tauchen																					
ununterbrochene Betreuung	2	0.44	1.5	2.12132034355964	1	0																						
ununterbrochene Überwachung	2	0.44	1.5	2.12132034355964	1	0	bei instabilen Patienten																					
Unverbundenheit	2	0.44	-2	0	1	0	Die Interaktion zwischen Roboter und Mensch wäre unvereinbar																					
Unvoreingenommen	6	1.32	1.3333333333333333	1.03279555898864	2.1666666666666665	1.16904519445001	(je nach Programmierung) da keine Sympathie oder Antipathie, oder Probleme mit der Hierarchie 	Unklar, inwieweit ein Roboter unvoreingenommen programmierbar ist																				
Unvorhergesehene Reaktionen	2	0.44	-2	0	2	0	Reaktionen der Roboter können anders ausfallen als gewünscht, wenn das Programm nicht 100% korrekt funktioniert																					
unvorhergesehene Situationen	2	0.44	-3	0	1	0																						
Unwissenheit	2	0.44	-2	0	1	0	Die Menschen wären nicht in der Lage, die jüngsten Verbesserungen bei Robotern zu erkennen, ohne sich dessen bewusst zu sein																					
Unwohl fühlen	2	0.44	-2	0	2	0	Einige Menschen könnten sich unwohl dabei fühlen, wenn Roboter statt Menschen sie betreuen																					
unzugängliche Bereiche	4	0.88	1	2.70801280154532	1.5	0.577350269189626																						
unzugängliche Gebiete	1	0.22	3	NA	1	NA																						
unzügängliche Orte abdecken	2	0.44	3	0	1	0	"Bereiche, die für einen Menschen unzugänglich sind, wie zb. kleine Öffnungen wo ein Mensch nicht durchpasst
"																					
Unzureichende Forschung	2	0.44	-1	0	1	0	Es ist noch nicht klar, wie sich Interaktionen mit Robotern langzeittechnisch auf den Menschen auswirken																					
Variabilität	2	0.44	2	0	1.5	0.707106781186548	Für verschiedene Zwecke unterschiedlich programmierte Roboter																					
Veränderte menschliche Interaktion	2	0.44	-1	0	2	0																						
Veränderung des Pflegesektors	2	0.44	-2	0	3	0																						
Veränderung des Sozialverhaltens	2	0.44	-2	0	1	0	von Patienten, die Primär mit Robotern interagieren																					
Veränderungen am Arbeitsmarkt	2	0.44	0	0	2	0	"Negativer Effekt: Arbeitsplatzverlust
Positiver Effekt: Menschen werden für diese Jobs nicht mehr schlecht bezahlt und wenig gewärtschätzt"																					
Verantwort wird abgeschoben	2	0.44	-2	0	2	0																						
Verantwortlich für Leben	2	0.44	-1	0	3	0																						
Verantwortungen tragen	2	0.44	1	0	1	0	"Personen können eine Aufgabe übernehmen und für den Roboter ""sorgen"""																					
Verbessert Versorgung	2	0.44	2	0	1	0																						
Verbesserte Datenanalyse	1	0.22	1	NA	1	NA																						
Verbesserte Diagnosemöglichekiten	2	0.44	1	0	1	0	Ein Abweichen von der Routine kann von Assistenzsystemen schnell erkannt werden, insb. wenn sie mehr Zeit mit einer pflegebeduerftigen Person verbringen als z.B. ein ambulanter Pflegedienst																					
Verbesserte Herangehensweise	2	0.44	2	0	2	0																						
Verbessertes Lernen	2	0.44	2	0	2	0																						
Verbesserung der Emotionserkennung	2	0.44	1	0	1	0																						
Verbesserung des Betreuungsschlüssels	2	0.44	3	0	2	0																						
Verbesserung Kommunikationsfähigkeit	2	0.44	1	0	1	0																						
vereinfachte Aufklärung	2	0.44	1	0	2	0																						
Vereinfachter Zugang	2	0.44	3	0	2	0																						
Vereinfachung schwieriger Situationen	2	0.44	3	0	3	0	Viele Rettungssituationen gestalten sich für Menschen als schwierig diese zu erreichen oder dort in Einsatz zu gehen, eine Automatisierung kann hier klar helfen																					
Vereinsamt alte Menschen	2	0.44	-2	0	1	0	Kontakt zu einem Roboter ersetzt keinen Menschen																					
Vereinsamung	10	2.2	-1.8	1.22927259430572	1.5	0.707106781186548	Die menschliche Interaktion ist nicht 1:1 durch einen Roboter ersetzbar. Durch die Technologie wird es noch weniger wirkliche menschliche Interaktion mit Bedürftigen geben	Künstliche Assistenten können menschliche Ansprache nicht ersetzen. Gerade für ältere Menschen können Assistenzpersonen die einzigen Menschen sein, die ihnen im Laufe des Tages begegnen.																				
Verfügbar 0-24	2	0.44	1.5	2.12132034355964	3	0																						
Verfügbarkeit	10	2.2	1	2.21108319357027	1.3	0.674948557710553	Sie sind immer da, wenn sie gebraucht werden	Teure Roboter sind schlecht verfügbar und haben eventuell lange Transportwege	Der Bau von Robotern ist einfach skalierbar, das Anwerben von Personal ist oft schwieriger	vermutlich noch nicht überall verfügbar, daher noch nicht überall einsatzfähig																		
Verfügbarkeit der Technologie	1	0.22	-3	NA	3	NA																						
Verfügbarkeit, Zuverlässigkeit	2	0.44	3	0	1	0	Ist 24/7 verfügbar, niemals krank, streikt nicht, ist vollkommen Flexibel.																					
Verführung der Bequemlichkeit	2	0.44	-3	0	4	0																						
Vergessen	2	0.44	-3	0	3	0	Wenn Menschen Robotern überlassen werden , werden sie vom Rest der Gesllschaft vergessen																					
Verhalten	2	0.44	-0.5	2.12132034355964	2	1.4142135623731																						
Verkehrsstau	2	0.44	-2	0	2	0	Führt zu Zeitverlust und hohen Abgaswerten																					
Verlässliche Informationen	2	0.44	3	0	1	0																						
Verlässlichkeit	4	0.88	-0.5	0.577350269189626	1	0	Die Erfahrungslage zur Verlässlichkeit von Rettungsrobotern ist noch zu gering	Unklar, wie verlässlich wenn z.B. Systemausfall																				
Verlernen menschlichen Umgangs	2	0.44	-2	0	1.5	0.707106781186548																						
Verlernen menschlicher Interaktion	2	0.44	-1	0	1	0																						
verlernen von Zuneigung	2	0.44	-1	0	1	0																						
Verletzungsgefahr 	9	1.98	-1.7777777777777777	1.20185042515466	1.2222222222222223	0.440958551844098	bei unsachgemäßer Behandlung der vermissten/verletzten Personen	bei nicht-soften Robotern, aber bei fehlerhafter Verarbeitung auch bei soften																				
Verletzungsrisiko gemindert	1	0.22	0	NA	1	NA	durch Softe Materialien																					
Verletzungsvermeidung	1	0.22	2	NA	1	NA																						
Verlieren keine Kräfte	2	0.44	3	0	1	0	Roboter verlieren keine Ausdauer während Menschen bei Einsätzen Kräfte verlieren könnten.																					
Verlust Arbeit Therapeuten	2	0.44	-3	0	3	0																						
Verlust der Fähigkeit	2	0.44	-1	0	1	0																						
Verlust der Menschlichkeit	2	0.44	-1	0	2	0																						
Verlust menschliche Arbeitsplätze	2	0.44	-1	0	1	0																						
Verlust menschlichen Kontaktes	4	0.88	-1.75	1.25830573921179	1.75	0.957427107756338	"Durch übermäßige Interaktion mit dem Roboter können zwischenmenschliche Kontakte leiden.
"	"Personen könnten sich (ähnlich beim damaligen Tamagotschi-Hype) zu intensiv mit Paro beschäftigen anstatt mit echten menschlichen Kontakten
"																				
Verlust menschlicher Bindung	2	0.44	-2	0	2	0																						
Verlust menschlicher Interaktion	2	0.44	-2	0	2	0																						
Verlust menschlicher Kommunikation	2	0.44	-1	0	2	0	Menschen zum Beispiel auf dem Autismusspektrum könnten sich an die Kommunikation mit Robotern so sehr gewöhnen, dass sie die Fähigkeit mit Menschen zu kommunizieren völlig verlernen und nicht mehr öffnen.																					
Verlust menschlicher Nähe	2	0.44	-3	0	1	0																						
Verlust Menschlichkeit	2	0.44	-3	0	1	0	ggf. werden Roboter eingesetzt, um menschliche Stellen zu ersetzen, wodurch Patient:innen menschliche Interaktion fehlen würde																					
Verlust Sozialkenntnisse	1	0.22	-3	NA	1	NA																						
Verlust vom Arbeitsplatz	2	0.44	-3	0	2	0	Man kann Arbeitslos werden wenn der Roboter den Menschen ersetzt 																					
Verlust von Arbeitsplätzen	8	1.76	-1.25	1.16496474502144	1.75	0.886405260427918	Kann auch positiv sein, da der Beruf vielleicht ungern ausgeübt wird																					
Verlust von Jobs	2	0.44	-2	0	1	0																						
Verlust von Sozialfähigkeiten	2	0.44	-3	0	2	0																						
Verlust von zwischenmenschlichkeit	2	0.44	-1	0	1	0																						
vermehrte Arbeitslosigkeit	2	0.44	-2	0	2	0	im sozialen und pflegerischen Bereich																					
Vermeiden von Einsamkeit	1	0.22	3	NA	2	NA	Da die Menschen zu den Robotern Beziehungen aufbauen können vereinsamen sie nicht so.																					
Vermeidung von Risiken	2	0.44	2	0	2	0																						
Vermenschlichung	1	0.22	-1	NA	4	NA																						
Vermenschlichung von Robotern	2	0.44	-1.5	0.707106781186548	3	2.82842712474619	Roboter können durch Einsatz bei Kindern oder alten Menschen zu Bezugspersonen werden, die ggf. schädlich für die Person sein können. Hacking und dann die Person verleiten etwas zu tun. Emotionale Bindung wird gebrochen, wenn Roboter kaputt. 																					
vermindern Verletzungsrisiko	2	0.44	2.5	0.707106781186548	1	0	im Vergleich zu 'soften' Rettungsrobotern; gültig für harte Rettungsroboter																					
Verminderte Gefahr	2	0.44	3	0	1	0	Durch das Einsetzen von Robotern, werden keine menschlichen Einsatzkräfte der gefährlichen Situation ausgesetzt																					
Vermindertes Verletzungsrisiko	3	0.66	2.6666666666666665	0.577350269189626	1	0	der Opfer auf Grund der organischen Bauweise																					
Verminderung der Einsamkeit	2	0.44	2	0	2	0																						
Verminderung von Menschenarbeit	2	0.44	0	0	3	0																						
Vermittelt Nähe	1	0.22	1	NA	1	NA																						
Vermittlung Sozialer Fähigkeiten	2	0.44	-2	0	2	0	Es wird schwieriger soziale Fähigkeiten zu fördern																					
